fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
76,0.46,0.11,26,0.079,12,49,0.9968,321,0.57,10,5,Red
6,0.24,0.27,NA,0.048,40,170,0.9938,364,0.54,10,7,White
53,0.4,0.25,NA,0.031,45,130,0.99072,331,0.58,1175,7,White
8,0.18,0.37,9,0.049,36,109,0.99007,289,0.44,127,6,Red
7,0.22,0.31,NA,0.03,41,136,0.9898,316,0.37,127,7,White
69,0.3,0.21,NA,0.045,54,190,0.99595,322,0.48,94,5,White
93,0.715,0.24,21,0.07,5,20,0.9966,312,0.59,99,5,Red
68,0.19,0.33,NA,0.047,42,130,0.99283,312,0.56,11,6,White
6,0.32,0.32,NA,0.041,40,186,0.99235,322,0.54,11,6,White
108,0.5,0.46,25,0.073,5,27,1.0001,305,0.64,95,5,Red
6,0.33,0.2,NA,0.031,49,159,0.9919,341,0.53,11,6,White
64,0.32,0.35,NA,0.03,34,101,0.9912,336,0.6,125,8,White
64,0.12,0.3,NA,0.031,37,94,0.98986,301,0.56,117,6,White
93,0.655,0.26,2,0.096,5,35,0.99738,325,0.42,96,5,Red
54,0.185,0.19,NA,0.048,36,110,0.99438,326,0.41,95,6,White
68,0.27,0.22,NA,0.034,55,203,0.9961,319,0.52,89,5,White
59,0.22,0.45,NA,0.12,55,122,0.99636,31,0.35,128,5,White
88,0.55,0.04,22,0.119,14,56,0.9962,321,0.6,109,6,Red
74,0.16,0.49,NA,0.055,18,150,0.9917,323,0.47,112,6,White
72,0.34,0.32,25,0.09,43,113,0.9966,332,0.79,111,5,Red
89,0.5,0.21,22,0.088,21,39,0.99692,333,0.83,111,6,Red
115,0.54,0.71,44,0.124,6,15,0.9984,301,0.83,118,7,Red
69,0.38,0.38,NA,0.112,14,94,0.99792,302,0.48,92,5,White
64,0.32,0.26,NA,0.05,53,180,0.99514,314,0.5,96,5,White
74,0.41,0.34,NA,0.042,19,127,0.9953,325,0.42,104,5,White
84,0.36,0.32,22,0.081,32,79,0.9964,33,0.72,11,6,Red
67,0.34,0.31,NA,0.051,20,146,0.99834,306,0.54,91,5,White
68,0.68,0.21,21,0.07,9,23,0.99546,338,0.6,103,5,Red
73,0.31,0.25,NA,0.032,30,138,0.99244,29,0.37,111,5,White
64,0.41,0.01,NA,0.048,20,70,0.99362,319,0.42,10,5,White
78,0.5,0.09,22,0.115,10,42,0.9971,318,0.62,95,5,Red
67,0.24,0.41,NA,0.039,48,122,0.99052,325,0.43,12,5,White
93,0.36,0.39,15,0.08,41,55,0.99652,347,0.73,109,6,Red
92,0.43,0.49,24,0.086,23,116,0.9976,323,0.64,95,5,Red
62,0.25,0.25,NA,0.03,35,105,0.9912,33,0.44,111,7,White
5,0.31,0,NA,0.046,43,166,0.994,33,0.63,99,6,White
62,0.63,0.31,17,0.088,15,64,0.9969,346,0.79,93,5,Red
59,0.28,0.14,NA,0.032,30,142,0.99542,328,0.44,95,6,White
64,0.16,0.22,NA,0.04,41,149,0.9933,349,0.58,10,6,White
64,0.33,0.44,NA,0.055,52,164,0.99488,31,0.48,96,5,White
85,0.25,0.31,NA,0.032,11,61,0.99189,306,0.44,115,6,White
66,0.36,0.52,NA,0.05,29,140,0.99628,307,0.4,94,5,White
69,0.35,0.74,1,0.044,18,132,0.992,313,0.55,102,5,White
62,0.36,0.26,NA,0.051,54,201,0.9976,325,0.46,9,5,White
63,0.25,0.22,NA,0.048,41,161,0.99256,316,0.5,105,6,White
63,0.23,0.31,NA,0.022,11,82,0.9892,33,0.4,129,7,White
12,0.37,0.76,42,0.066,7,38,1.0004,322,0.6,13,7,Red
71,0.25,0.39,NA,0.036,30,124,0.9908,328,0.43,122,8,White
63,0.39,0.08,17,0.066,3,20,0.9954,334,0.58,94,5,Red
72,0.23,0.38,NA,0.058,55,194,0.9979,309,0.44,9,6,White
83,0.24,0.27,NA,0.03,22,162,0.9914,299,0.68,119,6,White
68,0.18,0.32,NA,0.047,17,109,0.99498,342,0.44,104,6,White
9,0.43,0.3,NA,0.05,7,175,0.9951,311,0.45,97,4,White
71,0.6,0,18,0.074,16,34,0.9972,347,0.7,99,6,Red
69,0.21,0.28,NA,0.056,49,159,0.9944,302,0.47,88,8,White
72,0.29,0.53,NA,0.047,59,182,0.9992,309,0.52,96,5,White
76,0.2,0.3,NA,0.056,53,2125,0.999,314,0.46,89,8,White
6,0.22,0.28,NA,0.034,47,90,0.98862,322,0.38,126,6,White
7,0.21,0.34,NA,0.033,31,253,0.9953,322,0.56,105,6,White
65,0.25,0.5,NA,0.047,54,184,0.99572,317,0.45,92,5,White
56,0.5,0.09,23,0.049,17,99,0.9937,363,0.63,13,5,Red
73,0.28,0.35,NA,0.054,31,148,0.99178,318,0.47,107,5,White
67,0.24,0.39,NA,0.173,63,157,0.9937,31,0.34,94,6,White
74,0.63,0.07,24,0.09,11,37,0.9979,343,0.76,97,6,Red
69,0.54,0.32,NA,0.05,53,236,0.9973,32,0.5,96,5,White
116,0.42,0.53,33,0.105,33,98,1.001,32,0.95,92,5,Red
79,0.72,0.01,19,0.076,7,32,0.99668,339,0.54,96,5,Red
74,0.635,0.1,24,0.08,16,33,0.99736,358,0.69,108,7,Red
59,0.21,0.24,NA,0.044,53,165,0.9969,325,0.39,95,5,White
62,0.2,0.28,NA,0.039,24,78,0.9899,336,0.47,121,6,White
7,0.18,0.37,NA,0.043,16,104,0.99216,318,0.5,108,5,White
102,0.67,0.39,19,0.054,6,17,0.9976,317,0.47,10,5,Red
64,0.32,0.26,NA,0.05,53,180,0.99514,314,0.5,96,5,White
62,0.32,0.32,NA,0.036,15,70,0.9899,316,0.48,127,6,White
66,0.46,0.49,NA,0.052,19,184,0.9956,311,0.38,9,5,White
7,0.16,0.25,NA,0.044,27,149,0.998,291,0.46,92,6,White
59,0.22,0.18,NA,0.041,28,120,0.99403,327,0.5,99,5,White
61,0.56,0,22,0.079,6,9,0.9948,359,0.54,115,6,Red
73,0.21,0.3,NA,0.037,18,112,0.997,34,0.5,96,6,White
68,0.27,0.26,NA,0.049,55,196,0.9984,315,0.5,93,5,White
77,0.23,0.31,NA,0.038,59,186,0.9969,312,0.55,95,6,White
8,0.17,0.29,NA,0.029,52,119,0.98944,303,0.33,129,6,White
58,0.29,0.15,NA,0.029,12,83,0.9898,33,0.4,114,6,White
68,0.24,0.49,NA,0.057,55,247,1.00055,3,0.56,87,5,White
89,0.59,0.39,23,0.095,5,22,0.9986,337,0.58,103,5,Red
77,0.39,0.12,17,0.097,19,27,0.99596,316,0.49,94,5,Red
72,0.27,0.74,NA,0.037,47,156,0.9981,304,0.44,87,5,White
67,0.15,0.32,NA,0.034,17,81,0.99512,329,0.31,10,6,White
117,0.49,0.49,22,0.083,5,15,1,319,0.43,92,5,Red
76,0.18,0.28,NA,0.041,29,110,0.99652,32,0.42,92,6,White
73,0.67,0.05,36,0.107,6,20,0.9972,34,0.63,101,5,Red
76,0.31,0.27,NA,0.036,23,109,0.99399,334,0.54,11,6,White
68,0.39,0.31,NA,0.043,28,162,0.9988,317,0.54,91,5,White
6,0.555,0.26,NA,0.053,17,126,0.9943,324,0.46,91,5,White
66,0.23,0.24,NA,0.045,36,138,0.9922,315,0.64,113,7,White
62,0.36,0.27,NA,0.032,13,73,0.98942,29,0.69,126,7,White
62,0.66,0.48,NA,0.029,29,75,0.9892,333,0.39,128,8,White
66,0.21,0.49,NA,0.042,41,158,0.9997,328,0.39,87,6,White
62,0.31,0.23,NA,0.052,34,113,0.99429,316,0.48,84,5,White
95,0.46,0.24,27,0.092,14,44,0.998,312,0.74,10,6,Red
64,0.33,0.31,NA,0.048,42,173,0.9951,319,0.66,93,6,White
62,0.24,0.35,NA,0.038,22,167,0.9912,31,0.48,106,6,White
75,0.38,0.33,NA,0.043,19,116,0.99444,308,0.42,114,6,White
69,0.63,0.02,19,0.078,18,30,0.99712,34,0.75,98,5,Red
64,0.29,0.32,NA,0.014,34,89,0.99008,324,0.66,125,7,White
59,0.3,0.23,NA,0.038,42,119,0.9924,315,0.5,11,5,White
66,0.16,0.32,NA,0.035,49,186,0.9906,335,0.64,124,8,White
64,0.28,0.17,NA,0.042,61,195,0.99577,322,0.46,94,5,White
75,0.33,0.39,NA,0.065,29,119,0.9974,316,0.39,94,5,White
71,0.59,0,21,0.091,9,14,0.99488,342,0.55,115,7,Red
61,0.19,0.37,NA,0.041,24,99,0.99153,318,0.5,109,6,White
68,0.3,0.22,NA,0.06,41,190,0.99858,318,0.51,92,5,White
74,0.25,0.49,NA,0.042,35,156,0.9917,313,0.55,113,5,White
61,0.27,0.32,NA,0.034,24,110,0.9898,336,0.4,125,6,White
64,0.26,0.43,NA,0.033,64,230,0.9974,308,0.38,89,5,White
72,0.5,0,NA,0.034,46,114,0.9932,319,0.34,92,4,White
66,0.21,0.3,NA,0.041,64,174,0.995,307,0.5,101,6,White
62,0.3,0.3,NA,0.041,29,82,0.99065,331,0.61,118,7,White
75,0.31,0.41,24,0.065,34,60,0.99492,334,0.85,114,6,Red
69,0.22,0.32,NA,0.04,22,110,0.9958,334,0.54,107,7,White
66,0.25,0.29,NA,0.068,39,124,0.9914,334,0.58,11,7,White
68,0.23,0.29,NA,0.073,56,173,0.9984,306,0.41,87,6,White
72,0.16,0.29,1,0.031,40,123,0.98958,312,0.4,121,7,White
85,0.24,0.39,NA,0.044,20,142,0.9974,32,0.53,10,6,White
82,0.73,0.21,17,0.074,5,13,0.9968,32,0.52,95,5,Red
65,0.22,0.31,NA,0.046,17,106,0.99098,315,0.31,115,5,White
79,0.345,0.51,NA,0.047,54,171,0.9987,309,0.51,91,5,White
61,0.38,0.14,NA,0.06,27,113,0.99344,307,0.34,92,4,White
67,0.61,0.21,NA,0.117,40,240,0.9938,311,0.57,93,5,White
85,0.22,0.34,NA,0.04,5,25,0.9918,304,0.37,105,4,White
73,0.33,0.47,21,0.077,5,11,0.9958,333,0.53,103,6,Red
66,0.22,0.3,NA,0.045,50,136,0.99704,314,0.37,106,6,White
68,0.48,0.25,2,0.076,29,61,0.9953,334,0.6,104,5,Red
8,0.28,0.32,NA,0.045,61,204,0.99543,31,0.55,101,6,White
99,0.35,0.41,23,0.083,11,61,0.9982,321,0.5,95,5,Red
77,0.28,0.63,NA,0.039,58,179,0.9979,308,0.44,88,4,White
75,0.27,0.34,23,0.05,4,8,0.9951,34,0.64,11,7,Red
6,0.11,0.47,NA,0.052,69,148,0.9958,291,0.34,93,4,White
68,0.38,0.29,NA,0.037,40,146,0.99326,311,0.37,115,6,White
88,0.2,0.28,NA,0.018,18,72,0.9926,297,0.35,104,5,White
66,0.23,0.3,NA,0.06,29,154,0.99142,323,0.49,122,8,White
73,0.34,0.33,25,0.064,21,37,0.9952,335,0.77,121,7,Red
68,0.37,0.47,NA,0.071,44,136,0.9968,298,0.88,92,5,White
63,0.23,0.21,NA,0.035,29,142,0.9942,336,0.33,101,7,White
76,0.41,0.14,3,0.087,21,43,0.9964,332,0.57,105,6,Red
71,0.28,0.35,NA,0.028,35,91,0.99022,296,0.33,121,5,White
72,1,0,3,0.102,7,16,0.99586,343,0.46,10,5,Red
103,0.25,0.48,NA,0.042,28,164,0.998,319,0.59,97,5,White
8,0.14,0.49,NA,0.035,42,120,0.9928,326,0.4,106,7,White
62,0.24,0.22,NA,0.053,45,149,0.99545,323,0.52,93,5,White
91,0.6,0,19,0.058,5,10,0.9977,318,0.63,104,6,Red
65,0.29,0.31,NA,0.035,24,79,0.99053,327,0.69,114,7,White
72,0.23,0.39,NA,0.058,49,192,0.9979,298,0.48,9,7,White
72,0.2,0.3,2,0.039,43,188,0.9911,33,0.41,12,6,White
7,0.24,0.24,NA,0.047,29,91,0.99251,33,0.43,99,6,White
86,0.42,0.39,18,0.068,6,12,0.99516,335,0.69,117,8,Red
6,0.21,0.29,NA,0.042,28,125,0.99936,339,0.45,86,5,White
68,0.3,0.29,NA,0.025,29,95,0.99071,303,0.32,129,7,White
64,0.22,0.32,NA,0.028,15,83,0.993,313,0.55,109,8,White
73,0.25,0.36,NA,0.05,35,200,0.9986,304,0.46,89,7,White
69,0.44,0.42,NA,0.048,10,147,0.9974,332,0.46,95,6,White
78,0.3,0.74,NA,0.033,33,156,0.991,329,0.52,128,6,White
52,0.31,0.2,NA,0.027,27,117,0.98886,356,0.45,13,7,White
66,0.3,0.45,8,0.038,54,200,0.9956,318,0.48,95,5,White
71,0.47,0.29,NA,0.024,22,142,0.99518,312,0.48,12,8,White
67,0.24,0.29,NA,0.038,54,127,0.9932,333,0.46,116,7,White
89,0.31,0.57,2,0.111,26,85,0.9971,326,0.53,97,5,Red
75,0.18,0.72,NA,0.039,53,151,0.99802,303,0.46,89,5,White
74,0.31,0.28,NA,0.05,33,137,0.9929,331,0.56,105,6,White
78,0.27,0.58,NA,0.036,44,161,0.9977,306,0.41,89,6,White
69,0.4,0.3,NA,0.033,24,87,0.99265,315,0.45,128,6,White
68,0.705,0.25,NA,0.048,10,57,0.996,336,0.52,95,4,White
69,0.33,0.21,1,0.053,39,148,0.9927,312,0.45,94,6,White
57,0.25,0.26,NA,0.049,525,120,0.99691,308,0.45,94,6,White
66,0.815,0.02,27,0.072,17,34,0.9955,358,0.89,123,7,Red
52,0.285,0.29,NA,0.035,64,138,0.9895,319,0.34,124,8,White
5,0.42,0.24,2,0.06,19,50,0.9917,372,0.74,14,8,Red
75,0.24,0.31,NA,0.05,26,180,0.99884,305,0.53,91,6,White
59,0.37,0.1,NA,0.057,39,128,0.9924,324,0.48,101,5,White
63,0.27,0.46,NA,0.053,44,177,0.99691,318,0.67,94,5,White
6,0.25,0.28,NA,0.053,37,132,0.99489,306,0.5,94,6,White
88,0.27,0.46,21,0.095,20,29,0.99488,326,0.56,113,6,Red
72,0.31,0.26,NA,0.05,37,157,0.99625,309,0.43,9,5,White
52,0.48,0.04,16,0.054,19,106,0.9927,354,0.62,122,7,Red
75,0.27,0.31,NA,0.051,33,173,0.999,309,0.64,102,5,White
68,0.28,0.36,8,0.045,28,123,0.9928,302,0.37,114,6,White
56,0.34,0.3,NA,0.038,23,89,0.99266,325,0.49,111,6,White
62,0.46,0.29,21,0.074,32,98,0.99578,333,0.62,98,5,Red
8,0.59,0.16,18,0.065,3,16,0.9962,342,0.92,105,7,Red
84,0.18,0.42,NA,0.036,7,77,0.9939,316,0.52,117,5,White
79,0.12,0.49,NA,0.049,33,152,0.9952,318,0.47,106,6,White
7,0.23,0.26,NA,0.041,21,90,0.99509,322,0.55,95,6,White
71,0.26,0.32,NA,0.074,29,107,0.998,296,0.42,92,6,White
86,0.47,0.3,3,0.076,30,135,0.9976,33,0.53,94,5,Red
75,0.18,0.31,NA,0.029,53,160,0.99276,303,0.38,109,6,White
77,0.66,0.04,16,0.039,4,9,0.9962,34,0.47,94,5,Red
67,0.54,0.13,2,0.076,15,36,0.9973,361,0.64,98,5,Red
69,0.32,0.26,NA,0.053,32,180,0.9965,325,0.51,92,6,White
75,0.24,0.29,NA,0.046,34,84,0.9902,304,0.39,1145,6,White
76,0.32,0.58,NA,0.05,43,163,0.9999,315,0.54,92,5,White
98,0.44,0.47,25,0.063,9,28,0.9981,324,0.65,108,6,Red
79,0.28,0.41,2,0.044,50,152,0.9934,345,0.49,107,8,White
64,0.32,0.27,NA,0.034,18,122,0.9916,336,0.71,125,6,White
89,0.4,0.32,56,0.087,10,47,0.9991,338,0.77,105,7,Red
75,0.38,0.5,NA,0.042,57,184,0.9984,309,0.46,9,6,White
62,0.39,0.43,2,0.071,14,24,0.99428,345,0.87,112,7,Red
125,0.6,0.49,43,0.1,5,14,1.001,325,0.74,119,6,Red
68,0.19,0.23,NA,0.034,71,204,0.9942,323,0.69,101,5,White
71,0.18,0.32,NA,0.048,36,125,0.9967,292,0.54,94,6,White
64,0.43,0.27,NA,0.054,5,110,0.9939,324,0.52,91,4,White
10,0.73,0.43,23,0.059,15,31,0.9966,315,0.57,11,5,Red
93,0.43,0.44,19,0.085,9,22,0.99708,328,0.55,95,5,Red
57,0.45,0.42,NA,0.051,61,197,0.9932,302,0.4,9,5,White
74,0.35,0.31,NA,0.062,42,187,1.0002,327,0.64,91,5,White
56,0.205,0.16,NA,0.051,31,115,0.99564,34,0.38,108,6,White
76,0.36,0.44,NA,0.255,28,142,0.9958,312,0.43,102,6,White
81,0.26,0.33,NA,0.052,525,158,0.9976,303,0.49,102,7,White
76,0.26,0.32,NA,0.048,23,76,0.9903,296,0.46,12,6,White
71,0.61,0.02,25,0.081,17,87,0.99745,348,0.6,97,6,Red
7,0.64,0.02,21,0.067,9,23,0.997,347,0.67,94,6,Red
103,0.59,0.42,28,0.09,35,73,0.999,328,0.7,95,6,Red
88,0.34,0.33,NA,0.036,46,172,0.9966,308,0.4,102,5,White
82,1,0.09,23,0.065,7,37,0.99685,332,0.55,9,6,Red
55,0.14,0.27,NA,0.029,22,104,0.9949,334,0.44,9,5,White
56,0.31,0.78,139,0.074,23,92,0.99677,339,0.48,105,6,Red
94,0.16,0.3,NA,0.042,26,176,0.9954,315,0.46,91,5,White
73,0.51,0.26,NA,0.09,7,135,0.9944,301,0.52,88,5,White
99,0.35,0.41,23,0.083,11,61,0.9982,321,0.5,95,5,Red
63,0.55,0.15,18,0.077,26,35,0.99314,332,0.82,116,6,Red
87,0.78,0.51,17,0.415,12,66,0.99623,3,1.17,92,5,Red
59,0.14,0.2,NA,0.04,26,114,0.99105,325,0.45,114,6,White
66,0.29,0.44,9,0.053,62,178,0.99685,302,0.45,89,5,White
63,0.32,0.17,NA,0.06,51,190,0.99916,313,0.48,88,6,White
71,0.84,0.02,44,0.096,5,13,0.997,341,0.57,11,4,Red
56,0.32,0.33,NA,0.037,25,95,0.99268,325,0.49,111,6,White
73,0.91,0.1,18,0.074,20,56,0.99672,335,0.56,92,5,Red
62,0.21,0.28,NA,0.028,45,121,0.99168,321,1.08,1215,7,White
66,0.33,0.32,NA,0.054,62,227,0.99734,325,0.56,104,5,White
61,0.16,0.29,6,0.03,29,144,0.99474,368,0.46,107,6,White
7,0.735,0.05,2,0.081,13,54,0.9966,339,0.57,98,5,Red
69,0.16,0.35,NA,0.043,21,182,0.9927,325,0.62,108,6,White
67,0.36,0.26,NA,0.034,39,123,0.99119,299,0.3,122,7,White
64,0.18,0.48,4,0.186,64,150,0.9945,306,0.4,93,5,White
84,0.62,0.12,18,0.072,38,46,0.99504,338,0.89,118,6,Red
64,0.29,0.21,NA,0.041,36,119,0.99334,299,0.34,109333300000000,6,White
68,0.69,0,56,0.124,21,58,0.9997,346,0.72,102,5,Red
64,0.33,0.3,NA,0.041,42,168,0.99331,322,0.49,111,6,White
103,0.53,0.48,25,0.063,6,25,0.9998,312,0.59,93,6,Red
61,0.22,0.38,NA,0.144,12,65,0.9908,295,0.64,114,6,White
8,0.34,0.25,NA,0.035,38,103,0.99148,291,0.23,122,6,White
72,0.2,0.22,NA,0.044,17,101,0.99471,337,0.53,10,5,White
68,0.15,0.33,NA,0.059,31,118,0.9956,343,0.39,9,7,White
64,0.25,0.37,NA,0.039,41,147,0.9921,318,0.4,111,7,White
83,0.27,0.45,NA,0.048,8,72,0.9944,308,0.61,103,4,White
14,0.41,0.63,38,0.089,6,47,1.0014,301,0.81,108,6,Red
89,0.4,0.32,56,0.087,10,47,0.9991,338,0.77,105,7,Red
72,0.29,0.4,NA,0.045,66,231,0.9977,308,0.59,96,6,White
77,0.2,0.44,NA,0.05,44,130,0.99855,311,0.48,10,6,White
63,0.12,0.36,NA,0.044,47,146,0.9914,327,0.74,114,7,White
81,0.12,0.49,NA,0.042,43,160,0.9934,313,0.48,97,6,White
86,0.725,0.24,66,0.117,31,134,1.0014,332,1.07,93,5,Red
61,0.32,0.33,NA,0.036,27,98,0.99521,334,0.52,102,6,White
66,0.18,0.28,NA,0.044,18,91,0.993,342,0.64,108,6,White
69,0.19,0.32,NA,0.042,30,130,0.99456,34,0.39,105,6,White
8,1.18,0.21,19,0.083,14,41,0.99532,334,0.47,105,5,Red
69,0.28,0.24,NA,0.034,49,121,0.98882,298,0.43,132,7,White
79,0.28,0.49,NA,0.045,48,195,0.9954,304,0.55,11,6,White
72,0.58,0.03,23,0.077,7,28,0.99568,335,0.52,10,5,Red
91,0.3,0.41,2,0.068,10,24,0.99523,327,0.85,117,7,Red
72,0.24,0.29,3,0.036,17,117,0.99411,336,0.68,101,6,White
59,0.44,0.36,NA,0.03,12,73,0.99201,322,0.48,108,6,White
72,0.24,0.34,NA,0.045,3,64,0.9913,323,0.51,114,5,White
74,0.28,0.49,NA,0.034,20,126,0.9918,298,0.39,106,6,White
78,0.34,0.35,NA,0.042,8,167,0.9908,311,0.41,121,6,White
62,0.26,0.2,8,0.047,35,111,0.99445,311,0.42,104,6,White
72,0.2,0.36,NA,0.028,22,157,0.9938,348,0.49,106,6,White
68,0.28,0.39,NA,0.036,15,115,0.9918,327,0.72,117,5,White
77,0.57,0.21,15,0.069,4,9,0.99458,316,0.54,98,6,Red
66,0.25,0.51,8,0.047,61,189,0.99604,322,0.49,92,5,White
83,0.26,0.42,2,0.08,11,27,0.9974,321,0.8,94,6,Red
62,0.22,0.2,NA,0.035,58,184,1.00022,311,0.53,9,6,White
59,0.2,0.28,1,0.043,45,100,0.99033,34,0.41,114,6,White
59,0.34,0.31,2,0.03,38,142,0.98892,34,0.41,129,7,White
67,0.35,0.32,9,0.032,29,113,0.99188,313,0.65,129,7,White
65,0.33,0.3,NA,0.036,34,88,0.99028,325,0.63,125,7,White
84,0.37,0.53,18,0.413,9,26,0.9979,306,1.06,91,6,Red
67,0.21,0.34,NA,0.035,45,123,0.98949,324,0.36,126,7,White
53,0.31,0.38,NA,0.031,53,140,0.99321,334,0.46,117,6,White
8,0.25,0.27,NA,0.036,15,85,0.99406,299,0.36,112,6,White
75,0.6,0.03,18,0.095,25,99,0.995,335,0.54,101,5,Red
61,0.34,0.46,NA,0.029,21,94,0.991,329,0.62,123,6,White
71,0.23,0.23,NA,0.038,23,112,0.99157,305,0.37,113666700000000,6,White
74,0.29,0.25,NA,0.044,30,114,0.992,311,0.4,11,6,White
96,0.68,0.24,22,0.087,5,28,0.9988,314,0.6,102,5,Red
67,0.21,0.36,NA,0.02,20,86,0.99146,319,0.22,134,7,White
68,0.25,0.34,NA,0.031,34,134,0.9927,321,0.38,106,6,White
91,0.795,0,26,0.096,11,26,0.9994,335,0.83,94,6,Red
56,0.54,0.04,17,0.049,5,13,0.9942,372,0.58,114,5,Red
73,0.58,0.3,24,0.074,15,55,0.9968,346,0.59,102,5,Red
63,0.27,0.37,NA,0.047,58,215,0.99542,319,0.48,95,6,White
76,0.28,0.17,NA,0.046,28,117,0.99288,308,0.43,10,5,White
58,0.27,0.4,NA,0.076,47,130,0.99185,313,0.45,103,6,White
76,0.3,0.27,NA,0.039,31,119,0.99815,327,0.3,93,6,White
67,0.2,0.41,NA,0.044,50,166,0.9954,314,0.58,98,6,White
68,0.18,0.3,NA,0.062,19,171,0.99808,3,0.52,9,7,White
6,0.26,0.15,NA,0.053,35,124,0.99347,308,0.46,88,5,White
81,0.26,0.37,NA,0.072,48,159,0.9949,337,0.7,109,6,White
72,0.23,0.82,NA,0.149,70,109,0.99304,293,0.42,92,6,White
83,0.43,0.3,34,0.079,7,34,0.99788,336,0.61,105,5,Red
79,0.35,0.21,19,0.073,46,102,0.9964,327,0.58,95,5,Red
64,0.27,0.29,NA,0.028,17,118,0.99356,318,0.37,112,6,White
68,0.34,0.44,NA,0.052,28,156,0.9955,314,0.41,96,5,White
7,0.16,0.32,NA,0.045,38,126,0.9958,321,0.34,92,5,White
77,0.53,0.06,17,0.074,9,39,0.99615,335,0.48,98,6,Red
74,0.155,0.34,NA,0.045,735,214,0.9934,318,0.61,99,7,White
56,0.18,0.3,NA,0.028,28,131,0.9954,349,0.42,108,7,White
83,0.61,0.3,21,0.084,11,50,0.9972,34,0.61,102,6,Red
78,0.27,0.28,NA,0.05,21,127,0.9934,315,0.44,99,5,White
73,0.365,0.49,25,0.088,39,106,0.9966,336,0.78,11,5,Red
73,0.28,0.54,NA,0.049,62,1625,0.9984,306,0.45,91,6,White
63,0.24,0.29,NA,0.052,48,185,0.9934,321,0.5,94,5,White
72,0.37,0.4,NA,0.032,34,214,0.9963,31,0.51,98,6,White
72,0.21,0.36,NA,0.045,68,183,0.99922,325,0.76,94,5,White
6,0.27,0.26,NA,0.038,32,138,0.99125,346,0.43,111,6,White
67,0.42,0.27,86,0.068,24,148,0.9948,316,0.57,113,6,Red
62,0.28,0.45,NA,0.045,46,203,0.99573,326,0.46,92,6,White
85,0.2,0.4,NA,0.046,31,106,0.99194,3,0.35,105,4,White
62,0.38,0.18,NA,0.095,28,195,0.99773,353,0.71,92,4,White
96,0.6,0.5,23,0.079,28,71,0.9997,35,0.57,97,5,Red
63,0.28,0.3,NA,0.039,24,115,0.9942,305,0.43,86,5,White
76,0.21,0.6,NA,0.046,47,165,0.9936,305,0.54,101,7,White
68,0.21,0.27,NA,0.03,26,139,0.99,316,0.61,126,7,White
65,0.18,0.41,NA,0.039,47,129,0.99678,328,0.72,103,7,White
76,0.445,0.44,NA,0.045,68,212,0.9986,348,0.36,10,6,White
68,0.36,0.32,NA,0.039,10,124,0.9948,33,0.67,96,5,White
64,0.24,0.26,NA,0.054,47,182,0.99538,312,0.5,95,5,White
76,0.41,0.33,25,0.078,6,23,0.9957,33,0.58,112,5,Red
74,0.4,0.41,NA,0.053,37,194,0.99886,32,0.63,94,6,White
64,0.15,0.25,NA,0.05,13,68,0.99394,316,0.4,99,6,White
69,0.38,0.29,NA,0.048,52,189,0.99784,3,0.6,95,6,White
61,0.17,0.28,NA,0.028,22,98,0.99072,316,0.37,111,7,White
74,0.74,0.07,17,0.086,15,48,0.99502,312,0.48,10,5,Red
75,0.15,0.38,NA,0.054,19,101,0.9946,324,0.44,10,5,White
61,0.27,0.33,NA,0.021,26,117,0.9886,312,0.3,125,6,White
65,0.14,0.33,NA,0.05,53,189,0.9966,325,0.49,86,5,White
74,0.52,0.13,24,0.078,34,61,0.99528,343,0.59,108,6,Red
6,0.21,0.3,NA,0.036,47,127,0.99368,318,0.39,106,5,White
71,0.21,0.72,NA,0.167,65,120,0.99324,297,0.51,92,5,White
72,0.4,0.38,NA,0.03,40,109,0.99075,327,0.46,126,6,White
7,0.27,0.36,NA,0.045,45,170,1.001,3,0.45,88,6,White
71,0.29,0.49,NA,0.031,32,99,0.9893,307,0.33,122,6,White
67,0.18,0.28,NA,0.039,29,115,0.99469,311,0.45,109,7,White
76,0.51,0.24,24,0.091,8,38,0.998,347,0.66,96,6,Red
68,0.19,0.32,NA,0.019,54,188,0.9935,325,0.37,111,8,White
64,0.28,0.27,11,0.042,45,148,0.99786,314,0.46,87,5,White
129,0.5,0.55,28,0.072,7,24,1.00012,309,0.68,109,6,Red
71,0.21,0.32,NA,0.037,28,141,0.993,32,0.57,10,7,White
78,0.6,0.26,2,0.08,31,131,0.99622,321,0.52,99,5,Red
64,0.18,0.35,1,0.045,39,108,0.9911,331,0.35,109,6,White
7,0.2,0.31,8,0.05,29,213,0.99596,328,0.57,104,6,White
78,0.43,0.32,28,0.08,29,58,0.9974,331,0.64,103,5,Red
61,0.31,0.37,NA,0.031,70,170,0.9934,342,0.4,117,8,White
6,0.2,0.26,NA,0.045,53,125,0.998365,299,0.69,94,6,White
128,0.3,0.74,26,0.095,9,28,0.9994,32,0.77,108,7,Red
81,0.28,0.49,1,0.04,32,148,0.9936,313,0.41,10,6,White
119,0.4,0.65,215,0.068,7,27,0.9988,306,0.68,113,6,Red
56,0.41,0.22,NA,0.05,44,154,0.9931,33,0.4,105,5,White
7,0.29,0.35,NA,0.036,42,109,0.99119,331,0.62,116,6,White
